a,b,mean
8.37E-01,8.66E-01,3.361087353
8.34E-01,8.66E-01,3.350255383
8.34E-01,8.66E-01,3.350255383
8.22E-01,8.66E-01,3.31192407
8.52E-01,8.66E-01,3.412417723
8.52E-01,8.51E-01,3.367148443
8.21E-01,8.68E-01,3.312529322
8.37E-01,8.68E-01,3.367438415
8.39E-01,8.68E-01,3.372098568
8.39E-01,8.68E-01,3.372098568
8.39E-01,8.68E-01,3.372098568
8.39E-01,8.44E-01,3.30248108
8.39E-01,8.44E-01,3.30248108
8.33E-01,8.39E-01,3.270919652
8.38E-01,8.39E-01,3.284739725
8.38E-01,8.39E-01,3.284739725
8.38E-01,8.39E-01,3.284739725
8.38E-01,8.39E-01,3.284739725
8.38E-01,8.39E-01,3.284739725
8.12E-01,8.39E-01,3.202381867
8.23E-01,8.48E-01,3.262807332
8.23E-01,8.48E-01,3.262807332
8.23E-01,8.48E-01,3.262807332
8.23E-01,8.05E-01,3.149211961
8.23E-01,8.05E-01,3.149211961
8.23E-01,8.23E-01,3.193389825
8.24E-01,8.23E-01,3.196307328
8.24E-01,8.23E-01,3.196307328
8.24E-01,8.17E-01,3.181477643
8.07E-01,8.17E-01,3.127992458
8.07E-01,8.17E-01,3.127992458
8.07E-01,8.34E-01,3.172777052
8.07E-01,8.34E-01,3.173097546
8.07E-01,8.34E-01,3.172065761
8.07E-01,8.25E-01,3.148035071
8.07E-01,8.25E-01,3.148035071
8.17E-01,8.25E-01,3.179045209
8.17E-01,8.45E-01,3.23281157
8.17E-01,8.52E-01,3.252316648
8.13E-01,7.94E-01,3.089399513
8.13E-01,7.94E-01,3.089399513
8.13E-01,7.94E-01,3.089399513
8.13E-01,7.94E-01,3.089399513
8.03E-01,8.08E-01,3.093944556
8.03E-01,8.08E-01,3.093944556
8.02E-01,8.08E-01,3.091280515
8.02E-01,8.70E-01,3.255065477
8.00E-01,8.37E-01,3.159318171
8.17E-01,8.26E-01,3.183951433
8.17E-01,8.13E-01,3.148391172
8.17E-01,8.13E-01,3.148391172
8.18E-01,8.23E-01,3.179872129
8.19E-01,7.98E-01,3.11778634
8.19E-01,8.35E-01,3.214430075
8.24E-01,8.35E-01,3.231998548
8.24E-01,8.41E-01,3.247798816
7.93E-01,8.41E-01,3.148764801
7.93E-01,8.41E-01,3.148764801
7.93E-01,8.41E-01,3.148764801
7.93E-01,8.67E-01,3.218540861
7.93E-01,8.07E-01,3.061172549
7.93E-01,8.04E-01,3.054526121
7.96E-01,8.04E-01,3.062499372
7.95E-01,8.04E-01,3.059062948
7.95E-01,8.40E-01,3.149787962
7.95E-01,8.40E-01,3.149787962
7.78E-01,8.35E-01,3.086053794
7.78E-01,8.35E-01,3.086053794
7.78E-01,7.92E-01,2.978121857
7.83E-01,7.92E-01,2.992344074
7.89E-01,7.92E-01,3.009940848
7.81E-01,7.56E-01,2.907828217
7.81E-01,8.13E-01,3.040889256
7.81E-01,8.13E-01,3.040889256
7.94E-01,8.31E-01,3.122949619
8.00E-01,8.65E-01,3.234625007
8.00E-01,8.65E-01,3.234625007
8.00E-01,8.65E-01,3.234625007
8.00E-01,8.65E-01,3.234625007
8.00E-01,8.65E-01,3.234625007
8.00E-01,8.61E-01,3.222505903
8.00E-01,8.61E-01,3.222505903
8.01E-01,8.61E-01,3.225240286
8.01E-01,8.70E-01,3.2512202
8.13E-01,8.70E-01,3.28990576
8.13E-01,8.47E-01,3.22705889
8.13E-01,8.72E-01,3.297466824
8.10E-01,8.72E-01,3.288484057
8.35E-01,8.72E-01,3.373856333
8.40E-01,8.74E-01,3.395327494
8.61E-01,8.74E-01,3.464317779
8.61E-01,9.04E-01,3.558739939
8.54E-01,9.21E-01,3.589344031
8.56E-01,9.21E-01,3.597025204
8.56E-01,9.21E-01,3.597025204
8.77E-01,9.21E-01,3.672128041
8.62E-01,9.21E-01,3.616830564
8.94E-01,9.21E-01,3.735916487
8.94E-01,9.21E-01,3.735916487
8.94E-01,9.21E-01,3.735916487
8.89E-01,9.21E-01,3.716305262
8.87E-01,9.21E-01,3.709410068
8.87E-01,9.20E-01,3.708889003
8.90E-01,9.20E-01,3.718905307
8.90E-01,9.20E-01,3.718905307
8.90E-01,9.23E-01,3.727270892
8.90E-01,9.23E-01,3.727270892
8.84E-01,9.11E-01,3.663046361
8.61E-01,8.68E-01,3.446209067
8.61E-01,8.68E-01,3.446209067
8.61E-01,8.68E-01,3.446209067
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.61E-01,8.68E-01,3.447722283
8.64E-01,8.68E-01,3.457539107
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.51E-01,3.405208715
8.64E-01,8.50E-01,3.402222786
8.50E-01,8.50E-01,3.358180769
8.50E-01,8.50E-01,3.358180769
8.50E-01,8.50E-01,3.358180769
8.50E-01,8.50E-01,3.358180769
8.50E-01,8.46E-01,3.347656178
8.50E-01,8.46E-01,3.347656178
8.50E-01,8.70E-01,3.416556957
8.56E-01,8.70E-01,3.4344652
8.56E-01,8.70E-01,3.4344652
8.56E-01,8.70E-01,3.4344652
8.56E-01,8.70E-01,3.4344652
8.56E-01,8.70E-01,3.4344652
8.56E-01,8.70E-01,3.4344652
8.49E-01,8.70E-01,3.410354552
8.49E-01,8.70E-01,3.410354552
8.49E-01,8.70E-01,3.410354552
8.45E-01,8.70E-01,3.397111196
8.36E-01,8.52E-01,3.318218473
8.31E-01,8.52E-01,3.298893454
8.26E-01,8.41E-01,3.25160946
8.26E-01,8.47E-01,3.26970472
8.26E-01,8.47E-01,3.26970472
8.26E-01,8.47E-01,3.26970472
8.13E-01,8.47E-01,3.227836764
8.13E-01,8.21E-01,3.158667714
8.09E-01,8.21E-01,3.147657521
8.09E-01,8.21E-01,3.147657521
8.09E-01,8.21E-01,3.147657521
8.13E-01,8.45E-01,3.224551675
8.13E-01,8.99E-01,3.377470247
8.39E-01,8.99E-01,3.465753879
8.39E-01,8.99E-01,3.465753879
8.39E-01,8.99E-01,3.465753879
8.63E-01,9.08E-01,3.579611697
8.40E-01,8.95E-01,3.455958819
8.52E-01,8.92E-01,3.489266034
8.52E-01,8.92E-01,3.489266034
8.52E-01,8.81E-01,3.455078212
8.33E-01,8.41E-01,3.277693418
8.30E-01,8.41E-01,3.267860508
8.30E-01,8.36E-01,3.253654484
8.30E-01,8.36E-01,3.253654484
8.30E-01,8.36E-01,3.253654484
8.30E-01,8.85E-01,3.394266108
8.30E-01,8.62E-01,3.326973273
8.16E-01,8.62E-01,3.281608267
7.96E-01,8.49E-01,3.178008866
7.96E-01,8.49E-01,3.178008866
7.96E-01,8.49E-01,3.178008866
8.01E-01,8.61E-01,3.228983957
8.00E-01,8.61E-01,3.224517448
8.24E-01,8.61E-01,3.30228269
8.24E-01,8.61E-01,3.30228269
8.20E-01,8.61E-01,3.290056242
8.00E-01,8.08E-01,3.082823561
8.00E-01,8.04E-01,3.073580656
8.00E-01,8.04E-01,3.073580656
7.97E-01,8.04E-01,3.065505436
7.97E-01,8.04E-01,3.065505436
7.97E-01,8.05E-01,3.069182743
7.97E-01,8.05E-01,3.069182743
7.82E-01,8.12E-01,3.041416192
7.80E-01,8.12E-01,3.033270619
7.80E-01,8.12E-01,3.033270619
7.80E-01,8.12E-01,3.033270619
7.84E-01,8.11E-01,3.04348881
7.84E-01,8.11E-01,3.04348881
7.91E-01,8.19E-01,3.082958937
7.81E-01,8.19E-01,3.052954947
7.74E-01,7.75E-01,2.927186203
7.74E-01,7.98E-01,2.980885933
7.85E-01,7.93E-01,3.004172368
7.85E-01,8.52E-01,3.152897733
7.94E-01,8.80E-01,3.258855265
7.94E-01,8.80E-01,3.258855265
7.94E-01,8.84E-01,3.268472348
7.76E-01,9.29E-01,3.344103543
7.76E-01,9.29E-01,3.344103543
7.76E-01,9.09E-01,3.283981102
7.57E-01,8.62E-01,3.089193496
7.57E-01,8.62E-01,3.089193496
7.69E-01,8.62E-01,3.128528935
7.69E-01,8.62E-01,3.128528935
7.69E-01,8.62E-01,3.128528935
7.69E-01,8.62E-01,3.128528935
7.69E-01,8.62E-01,3.128528935
7.79E-01,8.62E-01,3.159614594
7.74E-01,8.62E-01,3.142941348
7.71E-01,8.72E-01,3.160475827
7.71E-01,8.72E-01,3.160475827
7.71E-01,8.72E-01,3.160475827
7.71E-01,8.66E-01,3.144013687
7.71E-01,8.67E-01,3.148500008
7.71E-01,8.79E-01,3.180073422
7.70E-01,8.79E-01,3.177433407
7.70E-01,8.79E-01,3.177433407
7.70E-01,8.79E-01,3.177433407
7.70E-01,9.07E-01,3.259623977
7.70E-01,8.95E-01,3.225187041
7.70E-01,8.95E-01,3.225187041
7.70E-01,8.95E-01,3.225187041
7.72E-01,8.95E-01,3.23266376
7.68E-01,8.95E-01,3.217667908
7.68E-01,8.95E-01,3.217667908
7.73E-01,8.95E-01,3.235736211
7.73E-01,8.95E-01,3.235736211
7.73E-01,8.95E-01,3.235736211
7.73E-01,8.81E-01,3.193694601
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.23079913
7.73E-01,8.94E-01,3.228120681
7.73E-01,8.95E-01,3.230490015
7.73E-01,9.09E-01,3.271879303
7.73E-01,8.88E-01,3.212639184
7.73E-01,8.88E-01,3.212639184
7.73E-01,8.88E-01,3.212639184
7.73E-01,8.88E-01,3.212639184
7.73E-01,8.88E-01,3.212639184
7.73E-01,8.88E-01,3.212639184
7.69E-01,8.88E-01,3.201903331
7.80E-01,8.88E-01,3.237520911
7.80E-01,8.88E-01,3.237520911
7.80E-01,8.88E-01,3.237520911
7.80E-01,8.88E-01,3.237520911
7.80E-01,8.79E-01,3.212010247
7.80E-01,8.79E-01,3.212010247
7.80E-01,8.79E-01,3.212010247
7.80E-01,8.79E-01,3.212010247
7.80E-01,8.79E-01,3.212010247
7.80E-01,8.79E-01,3.212010247
7.64E-01,8.95E-01,3.203261104
7.50E-01,8.43E-01,3.021570503
7.50E-01,8.43E-01,3.021570503
7.50E-01,8.43E-01,3.021570503
7.50E-01,8.43E-01,3.021570503
7.50E-01,8.43E-01,3.021570503
7.35E-01,8.22E-01,2.923803288
7.35E-01,8.22E-01,2.923803288
7.35E-01,8.22E-01,2.923803288
7.35E-01,8.21E-01,2.919453743
7.35E-01,8.27E-01,2.935716549
7.41E-01,8.27E-01,2.953928416
7.41E-01,8.27E-01,2.953928416
7.41E-01,8.17E-01,2.928246956
7.42E-01,8.05E-01,2.905157279
7.42E-01,8.02E-01,2.898409651
7.42E-01,8.02E-01,2.898409651
7.45E-01,8.02E-01,2.906834116
7.45E-01,8.02E-01,2.906834116
7.45E-01,8.28E-01,2.968799593
7.45E-01,8.28E-01,2.968799593
7.45E-01,8.28E-01,2.968799593
7.45E-01,8.28E-01,2.968799593
7.45E-01,8.28E-01,2.968799593
7.45E-01,7.99E-01,2.899485169
7.45E-01,7.99E-01,2.899485169
7.45E-01,7.99E-01,2.899485169
7.45E-01,7.99E-01,2.899485169
7.45E-01,8.13E-01,2.932644485
7.45E-01,8.13E-01,2.932644485
7.45E-01,7.86E-01,2.86827419
7.45E-01,7.86E-01,2.86827419
7.45E-01,7.86E-01,2.86827419
7.45E-01,7.93E-01,2.88526859
7.45E-01,8.40E-01,2.997100097
7.45E-01,8.40E-01,2.997100097
7.77E-01,8.39E-01,3.0936724
7.77E-01,8.32E-01,3.073941943
7.66E-01,8.32E-01,3.038930576
7.66E-01,8.32E-01,3.038930576
7.66E-01,8.68E-01,3.13271245
7.65E-01,8.68E-01,3.12954357
7.73E-01,8.68E-01,3.15541761
7.73E-01,8.68E-01,3.15541761
7.63E-01,8.74E-01,3.140955715
7.63E-01,8.74E-01,3.140955715
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.74E-01,3.094847966
7.48E-01,8.66E-01,3.07400336
7.48E-01,8.66E-01,3.07400336
7.48E-01,8.66E-01,3.07400336
7.43E-01,8.66E-01,3.057101923
7.38E-01,8.75E-01,3.068711091
7.38E-01,8.75E-01,3.068711091
7.37E-01,8.75E-01,3.065447756
7.37E-01,8.67E-01,3.045139121
7.37E-01,8.67E-01,3.045139121
7.36E-01,8.67E-01,3.04028668
7.36E-01,8.83E-01,3.083096595
7.36E-01,8.93E-01,3.109418947
7.36E-01,8.93E-01,3.109418947
7.36E-01,8.93E-01,3.111044289
7.36E-01,8.93E-01,3.111044289
7.36E-01,9.02E-01,3.135627319
7.29E-01,8.98E-01,3.103709635
7.35E-01,8.88E-01,3.095677763
7.36E-01,8.45E-01,2.981845791
7.36E-01,8.45E-01,2.981845791
7.36E-01,8.45E-01,2.981845791
7.36E-01,8.45E-01,2.981845791
7.36E-01,8.45E-01,2.981845791
7.43E-01,8.43E-01,2.999178753
7.43E-01,8.43E-01,2.999178753
7.43E-01,8.43E-01,2.999178753
7.43E-01,8.43E-01,2.999178753
7.43E-01,8.43E-01,2.999178753
7.44E-01,8.43E-01,3.001174848
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.40E-01,8.13E-01,2.916583263
7.47E-01,8.13E-01,2.935861207
7.47E-01,8.13E-01,2.935861207
7.47E-01,8.44E-01,3.012455264
7.47E-01,8.58E-01,3.047701875
7.47E-01,8.69E-01,3.078932371
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.23E-01,2.960772288
7.47E-01,8.30E-01,2.977125171
7.47E-01,8.30E-01,2.977125171
7.47E-01,8.14E-01,2.937735379
7.47E-01,8.43E-01,3.009014224
7.47E-01,8.43E-01,3.009014224
7.47E-01,8.24E-01,2.963477815
7.47E-01,8.24E-01,2.963250051
7.47E-01,8.24E-01,2.963250051
7.47E-01,8.24E-01,2.963250051
7.47E-01,8.24E-01,2.963250051
7.47E-01,8.24E-01,2.963250051
7.47E-01,8.22E-01,2.957663614
7.47E-01,8.22E-01,2.957663614
7.47E-01,8.22E-01,2.957663614
7.47E-01,8.22E-01,2.957663614
7.47E-01,8.22E-01,2.957663614
7.47E-01,8.30E-01,2.977849264
7.47E-01,8.30E-01,2.977849264
7.51E-01,8.30E-01,2.990009798
7.51E-01,8.26E-01,2.979986424
7.51E-01,8.26E-01,2.979986424
7.51E-01,8.57E-01,3.059434292
7.51E-01,8.24E-01,2.974020601
7.52E-01,8.24E-01,2.977404826
7.52E-01,8.24E-01,2.977404826
7.52E-01,8.45E-01,3.031009453
7.52E-01,8.45E-01,3.031009453
7.52E-01,8.10E-01,2.943321781
7.52E-01,7.98E-01,2.915128436
7.52E-01,7.98E-01,2.915128436
7.52E-01,7.98E-01,2.915128436
7.52E-01,8.13E-01,2.951931053
7.52E-01,8.17E-01,2.960841604
7.52E-01,8.17E-01,2.960841604
7.34E-01,8.17E-01,2.909601219
7.34E-01,8.17E-01,2.909601219
7.45E-01,8.04E-01,2.910004517
7.45E-01,8.25E-01,2.961410645
7.45E-01,8.25E-01,2.961410645
7.45E-01,8.25E-01,2.961410645
7.45E-01,8.25E-01,2.961410645
7.45E-01,8.48E-01,3.018183007
7.45E-01,8.48E-01,3.018183007
7.45E-01,8.48E-01,3.018183007
7.37E-01,8.48E-01,2.994967158
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.37E-01,8.49E-01,2.996067358
7.31E-01,8.49E-01,2.978498326
7.31E-01,8.49E-01,2.978498326
7.31E-01,8.37E-01,2.948734836
7.31E-01,8.37E-01,2.948734836
7.31E-01,8.37E-01,2.948734836
7.31E-01,8.37E-01,2.948734836
7.31E-01,8.37E-01,2.948734836
7.31E-01,8.37E-01,2.948734836
7.27E-01,8.37E-01,2.935904571
7.21E-01,8.37E-01,2.917610444
7.21E-01,8.37E-01,2.917610444
7.21E-01,8.37E-01,2.917610444
7.24E-01,8.37E-01,2.925976898
7.24E-01,8.37E-01,2.925976898
7.24E-01,8.37E-01,2.925976898
7.24E-01,8.37E-01,2.925976898
7.24E-01,8.37E-01,2.925976898
7.24E-01,8.37E-01,2.925976898
7.22E-01,8.37E-01,2.921817418
7.22E-01,8.37E-01,2.921817418
7.28E-01,8.37E-01,2.939926806
7.30E-01,8.37E-01,2.94361735
7.30E-01,8.37E-01,2.94361735
7.26E-01,8.34E-01,2.925787583
7.26E-01,8.34E-01,2.925787583
7.26E-01,8.66E-01,3.00785121
7.21E-01,8.66E-01,2.994200814
7.21E-01,8.63E-01,2.984523508
7.21E-01,8.15E-01,2.86787203
7.21E-01,8.22E-01,2.88496981
7.32E-01,8.22E-01,2.917342081
7.32E-01,8.22E-01,2.917342081
7.32E-01,8.54E-01,2.994963024
7.32E-01,8.54E-01,2.994963024
7.41E-01,8.42E-01,2.988784366
7.41E-01,8.42E-01,2.988784366
7.41E-01,8.20E-01,2.936329899
7.41E-01,8.20E-01,2.936329899
7.41E-01,7.97E-01,2.881562402
7.41E-01,7.93E-01,2.872482701
7.36E-01,8.30E-01,2.944789198
7.36E-01,8.30E-01,2.944789198
7.36E-01,8.90E-01,3.100953506
7.67E-01,9.40E-01,3.35120744
7.67E-01,8.85E-01,3.186679558
7.67E-01,8.85E-01,3.186679558
7.67E-01,8.85E-01,3.186679558
7.67E-01,8.85E-01,3.186679558
7.72E-01,8.54E-01,3.116675577
7.72E-01,8.55E-01,3.119720866
7.63E-01,8.55E-01,3.092473669
7.53E-01,8.55E-01,3.061650304
7.57E-01,8.50E-01,3.060650029
7.57E-01,8.24E-01,2.993043998
7.57E-01,8.24E-01,2.993043998
7.57E-01,8.24E-01,2.993043998
7.57E-01,8.24E-01,2.993043998
7.57E-01,8.23E-01,2.991675341
7.57E-01,8.23E-01,2.991675341
7.57E-01,8.23E-01,2.991675341
7.57E-01,8.22E-01,2.989054558
7.57E-01,8.22E-01,2.989054558
7.57E-01,8.34E-01,3.018240157
7.56E-01,8.34E-01,3.016833435
7.53E-01,8.34E-01,3.007587144
7.53E-01,8.21E-01,2.975440024
7.61E-01,8.15E-01,2.981461975
7.61E-01,8.15E-01,2.981461975
7.61E-01,8.15E-01,2.981461975
7.43E-01,8.43E-01,2.998707254
7.43E-01,8.48E-01,3.011528635
7.66E-01,8.48E-01,3.081566051
7.66E-01,8.48E-01,3.081574372
7.64E-01,8.48E-01,3.075390485
7.64E-01,8.48E-01,3.075390485
7.62E-01,8.48E-01,3.068540701
7.62E-01,8.48E-01,3.068540701
7.62E-01,8.48E-01,3.068540701
7.56E-01,8.22E-01,2.98547603
7.56E-01,8.22E-01,2.98547603
7.56E-01,8.47E-01,3.048754975
7.56E-01,8.47E-01,3.048754975
7.54E-01,8.47E-01,3.042808442
7.54E-01,8.47E-01,3.042808442
7.32E-01,8.47E-01,2.977206136
7.17E-01,8.47E-01,2.931714494
7.38E-01,8.79E-01,3.076814894
7.61E-01,9.05E-01,3.223059216
7.61E-01,9.05E-01,3.223059216
7.65E-01,9.05E-01,3.238332709
7.75E-01,9.05E-01,3.269215551
7.75E-01,8.90E-01,3.2248618
7.73E-01,8.90E-01,3.217966687
7.73E-01,8.94E-01,3.229278819
7.73E-01,8.94E-01,3.229278819
7.73E-01,9.02E-01,3.251584982
7.63E-01,9.11E-01,3.248399777
7.50E-01,8.97E-01,3.167418703
7.50E-01,8.97E-01,3.167418703
7.49E-01,8.85E-01,3.130907067
7.63E-01,8.85E-01,3.174012855
7.68E-01,8.38E-01,3.060465325
7.67E-01,8.38E-01,3.057459108
7.72E-01,8.38E-01,3.073746114
7.61E-01,8.49E-01,3.068535636
7.61E-01,8.49E-01,3.068535636
7.67E-01,8.49E-01,3.087194746
7.67E-01,8.49E-01,3.087194746
7.60E-01,8.30E-01,3.01861224
7.60E-01,8.30E-01,3.01861224
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.72E-01,3.128797132
7.60E-01,8.59E-01,3.092510255
7.60E-01,8.59E-01,3.092510255
7.55E-01,8.59E-01,3.077364724
7.55E-01,8.47E-01,3.045811172
7.55E-01,8.47E-01,3.045811172
7.55E-01,8.47E-01,3.045811172
7.33E-01,8.34E-01,2.946336645
7.33E-01,8.46E-01,2.976521091
7.33E-01,8.46E-01,2.976521091
7.34E-01,8.46E-01,2.979364025
7.21E-01,8.44E-01,2.9367011
7.25E-01,8.33E-01,2.920445966
7.29E-01,8.33E-01,2.932363217
7.29E-01,8.33E-01,2.932363217
7.42E-01,8.64E-01,3.049144763
7.42E-01,8.64E-01,3.049144763
7.42E-01,8.69E-01,3.062997811
7.42E-01,8.73E-01,3.073542921
7.41E-01,8.79E-01,3.087035191
7.41E-01,8.79E-01,3.087035191
7.41E-01,9.07E-01,3.164934931
7.41E-01,9.07E-01,3.164934931
7.41E-01,9.07E-01,3.164934931
7.41E-01,9.07E-01,3.164934931
7.41E-01,8.54E-01,3.021834381
7.41E-01,8.79E-01,3.088349086
7.41E-01,8.67E-01,3.05475092
7.41E-01,8.50E-01,3.011722279
7.38E-01,8.36E-01,2.967248389
7.38E-01,8.67E-01,3.04598174
7.39E-01,8.67E-01,3.048861386
7.39E-01,8.33E-01,2.962749799
7.39E-01,8.35E-01,2.966010363
7.46E-01,8.35E-01,2.986573282
7.46E-01,8.35E-01,2.986573282
7.46E-01,8.35E-01,2.986573282
7.46E-01,8.35E-01,2.986573282
7.46E-01,8.35E-01,2.986573282
7.46E-01,8.35E-01,2.986573282
7.65E-01,8.35E-01,3.044134897
7.56E-01,8.35E-01,3.017873393
7.58E-01,8.35E-01,3.024804011
7.49E-01,8.35E-01,2.996498262
7.49E-01,8.55E-01,3.048651455
7.49E-01,8.55E-01,3.048651455
7.49E-01,8.55E-01,3.048651455
7.54E-01,8.62E-01,3.082838013
7.54E-01,8.62E-01,3.082838013
7.63E-01,8.62E-01,3.11190532
7.63E-01,8.62E-01,3.11190532
7.54E-01,8.23E-01,2.980355058
7.37E-01,8.23E-01,2.932005994
7.37E-01,8.10E-01,2.90101746
7.37E-01,8.10E-01,2.90101746
7.37E-01,8.25E-01,2.937088184
7.37E-01,8.15E-01,2.913887323
7.42E-01,8.47E-01,3.006205965
7.42E-01,8.47E-01,3.006205965
7.41E-01,8.37E-01,2.977703284
7.41E-01,8.37E-01,2.977703284
7.50E-01,8.37E-01,3.004038381
7.50E-01,8.37E-01,3.004038381
7.26E-01,8.59E-01,2.988619167
7.26E-01,8.59E-01,2.988619167
7.49E-01,8.59E-01,3.057548893
7.49E-01,8.59E-01,3.057548893
7.49E-01,8.70E-01,3.086509063
7.49E-01,8.70E-01,3.086509063
7.49E-01,8.39E-01,3.006064183
7.49E-01,8.39E-01,3.006064183
7.59E-01,8.82E-01,3.15242037
7.69E-01,8.82E-01,3.185368577
7.69E-01,8.82E-01,3.185368577
7.50E-01,8.42E-01,3.016476467
7.50E-01,8.42E-01,3.016476467
7.43E-01,8.03E-01,2.901659402
7.43E-01,8.03E-01,2.901106442
7.43E-01,8.03E-01,2.901106442
7.39E-01,8.29E-01,2.951837767
7.41E-01,8.29E-01,2.960229518
7.46E-01,8.02E-01,2.909062871
7.46E-01,8.22E-01,2.957428177
7.49E-01,8.52E-01,3.038701637
7.49E-01,8.52E-01,3.038701637
7.49E-01,8.37E-01,3.000258498
7.76E-01,8.37E-01,3.081726664
7.74E-01,8.56E-01,3.126374152
7.76E-01,8.56E-01,3.132505997
7.77E-01,8.90E-01,3.231854285
7.84E-01,8.79E-01,3.220938748
7.84E-01,8.63E-01,3.176954486
7.93E-01,8.63E-01,3.206222363
7.93E-01,8.50E-01,3.169574372
7.93E-01,8.50E-01,3.169574372
8.02E-01,8.50E-01,3.198658152
8.09E-01,8.50E-01,3.221150041
8.05E-01,8.36E-01,3.170328149
8.05E-01,8.47E-01,3.201624029
8.05E-01,8.47E-01,3.201624029
8.10E-01,8.71E-01,3.284794416
8.00E-01,8.55E-01,3.209684095
8.22E-01,8.55E-01,3.279835492
8.19E-01,8.55E-01,3.269305403
8.19E-01,8.20E-01,3.173487442
8.09E-01,8.20E-01,3.145645041
8.29E-01,8.20E-01,3.209099382
8.29E-01,8.20E-01,3.209099382
8.18E-01,8.17E-01,3.163546784
8.23E-01,8.17E-01,3.180657951
8.23E-01,8.00E-01,3.137254355
8.19E-01,8.00E-01,3.12369402
8.19E-01,8.17E-01,3.168113584
8.32E-01,8.17E-01,3.209459943
8.25E-01,8.17E-01,3.185967147
8.25E-01,8.19E-01,3.18917422
8.16E-01,8.19E-01,3.160630427
8.16E-01,8.19E-01,3.16291786
8.16E-01,8.19E-01,3.16291786
8.16E-01,8.19E-01,3.16291786
8.16E-01,8.19E-01,3.16291786
8.16E-01,8.31E-01,3.195038212
8.16E-01,8.31E-01,3.195038212
8.17E-01,8.33E-01,3.203530605
8.17E-01,8.33E-01,3.203530605
8.17E-01,8.31E-01,3.19654872
8.17E-01,8.31E-01,3.19654872
8.17E-01,8.04E-01,3.126699222
8.17E-01,8.04E-01,3.126699222
8.17E-01,8.04E-01,3.126699222
8.17E-01,8.04E-01,3.126699222
8.17E-01,8.04E-01,3.126699222
8.17E-01,8.04E-01,3.126699222
8.19E-01,8.04E-01,3.132973966
8.19E-01,8.13E-01,3.157052558
8.24E-01,8.13E-01,3.173374084
8.23E-01,8.13E-01,3.170490265
8.23E-01,8.13E-01,3.170490265
8.54E-01,8.13E-01,3.270355432
8.54E-01,8.13E-01,3.270355432
8.54E-01,8.05E-01,3.249883274
8.54E-01,8.05E-01,3.249883274
8.46E-01,8.05E-01,3.222762236
8.46E-01,7.98E-01,3.202804141
8.45E-01,7.98E-01,3.198749935
8.45E-01,7.98E-01,3.198749935
8.45E-01,8.11E-01,3.23225257
8.45E-01,8.11E-01,3.23225257
8.45E-01,8.11E-01,3.23225257
8.43E-01,8.11E-01,3.225931231
8.43E-01,8.11E-01,3.225931231
8.43E-01,8.33E-01,3.285820566
8.46E-01,8.33E-01,3.295429909
8.42E-01,8.33E-01,3.284483568
